Experiment,rev,typ,Created,parent,system.gpu.count,system.gpu.usage (%).0,system.gpu.usage (%).1,system.gpu.usage (%).2,system.gpu.usage (%).3,system.vram.usage (%).0,system.vram.usage (%).1,system.vram.usage (%).2,system.vram.usage (%).3,system.vram.usage (GB).0,system.vram.usage (GB).1,system.vram.usage (GB).2,system.vram.usage (GB).3,system.vram.total (GB).0,system.vram.total (GB).1,system.vram.total (GB).2,system.vram.total (GB).3,system.cpu.count,system.cpu.usage (%),system.cpu.parallelization (%),system.ram.usage (%),system.ram.usage (GB),system.ram.total (GB),system.disk.usage (%).main,system.disk.usage (GB).main,system.disk.total (GB).main,val.loss.-0.95,val.loss.-0.9,val.loss.-0.8,val.loss.-0.7,val.loss.-0.6,val.loss.-0.5,val.loss.-0.4,val.loss.-0.29,val.loss.-0.19,val.loss.-0.09,val.loss.0.0,val.loss.0.099,val.loss.0.200,val.loss.0.300,val.loss.0.4,val.loss.0.500,val.loss.0.6,val.loss.0.700,val.loss.0.800,val.loss.0.9,val.loss.0.975,val.loss.0.997,val.loss.upside_quantile,val.loss.ugliness,val.loss.MEAN,upper_quantile.train,upper_quantile.val,simple_upside.train,simple_upside.val,real_upside.train,real_upside.val,real_upside_50pct.train,real_upside_50pct.val,threshold_down.train,threshold_down.val,threshold_up.train,threshold_up.val,good_hours.train,good_hours.val,step_size,step,val.loss.-0.96,val.loss.0.974,val.loss.0.973,val.loss.0.971,val.loss.0.970,val.loss.-0.97,val.loss.0.966,val.loss.0.996,val.loss.0.967,val.loss.0.972,COLLECT_BUY_MINUTES,BUY_TIMEDELTA,train_model/params.yaml:LAST_DAYS_TRAIN,train_model/params.yaml:LAST_DAYS_VALIDATION,FOLDS_COUNT,KEEP_DATASET,DATASET_SPEEDUP,EXPECTED_MINIMAL_UPSIDE,MAX_UPSIDE,FORCE_RETRAIN,BUY_MINUTES,USE_ALL_FEATURES,TRAIN_SPEEDUP,THRESHOLDS,CATBOOST_PARAMS.iterations,CATBOOST_PARAMS.learning_rate,CATBOOST_PARAMS.depth,CATBOOST_PARAMS.task_type,CATBOOST_PARAMS.devices,CATBOOST_PARAMS.gpu_ram_part,CATBOOST_PARAMS.border_count,MINIMAL_UPSIDE,MAXIMIZE,INITIAL_WEIGHTS,VAL,VAL_SPEEDUP,BLEND_SEARCH_SPEEDUP,UPPER_QUANTILE,RETRAIN_ON_FULL_DATA,USE_DVC,CATBOOST_PARAMS.max_depth,OUR_BOTS_REL_UPSIDE_THRESHOLD,OUR_BOTS_SHITCOINS_WEIGHT_MULTIPLIER,OUR_BOTS_REL_UPSIDE_NORMALIZATION,UGLINESS_THRESHOLD,MAX_BID,MAX_PRICE_IMPACT,train_model/dvclive/params.yaml:LAST_DAYS_TRAIN,train_model/dvclive/params.yaml:LAST_DAYS_VALIDATION,model_id,model_engine,limit_timedelta_seconds,upper_quantile,minimal_upside,maximize,archive_name
5m-all-feats-20240831-071118-true,b2893d8,branch_commit,2024-08-31T10:52:20,,4.0,0.0,0.0,0.0,0.0,1.4441866145578894,1.4441866145578894,1.4441866145578894,1.4441866145578894,0.346435546875,0.346435546875,0.346435546875,0.346435546875,23.98828125,23.98828125,23.98828125,23.98828125,64.0,2.323125,3.359375,35.8,176.6791337966919,503.54037857055664,28.100000000000012,83.74051284790039,298.0,,0.13714401500591877,0.23979306358393992,0.32474239340661304,0.39665914825993376,0.4572332004498435,0.5097032513643831,0.567925717018043,0.6177778423161251,0.6533190943151723,0.6203008647661793,0.5802108406977624,0.5287343526198721,0.4722966057854837,0.42268990210568425,0.3757541105394193,0.3244522314212604,0.2614458524087587,0.18939447938841053,0.1077114553048537,,0.006698209948220727,0.5322041945507668,0.022110839289946217,0.3534732704621922,0.99,0.99,263.04022216796875,127.26655578613281,85.63613891601562,32.53534698486328,0.4874580502510071,0.1162252351641655,0.4798585983036925,0.4798554318805369,0.48450758597206256,0.48444780989476705,0.7111111111111111,0.5722222222222222,0.003,20,0.09801709962714317,,0.037039726918878135,,,,,,,,"[1, 2, 3, 5, 7, 10]",20,30,15,1,True,2,0,3,False,5,True,1,default,5000,0.05,9,GPU,0:1,0.85,64,0.002,real_upside,zeros,switchback,2,False,0.99,True,True,,-0.5,1.0,0.1,0.01,2.0,0.005,30,15,5d7af8,5m-ensemble-24-157s-20240831-5d7af8,157,0.99,0.002,real_upside,fdima_5m-ensemble-24-157s-20240831-5d7af8_min_max_features_30_max_upside_10_quantile_up.tgz
3m-all-feats-20240831-071118-true,269e4b9,branch_commit,2024-08-31T10:02:17,,4.0,0.0,0.0,0.0,0.0,1.4441866145578894,1.4441866145578894,1.4441866145578894,1.4441866145578894,0.346435546875,0.346435546875,0.346435546875,0.346435546875,23.98828125,23.98828125,23.98828125,23.98828125,64.0,2.5571093749999996,3.4375,35.7,176.02378597259522,503.54037857055664,28.100000000000012,83.63005447387695,298.0,,0.13907702624591997,0.24735738154051587,0.33355709669010464,0.4069836287493424,0.46598203296728824,0.5216196141481213,0.5793060070009314,0.624893564569761,0.6522091246631282,0.6039785536883259,0.5647857132383726,0.5131868469637422,0.46151254150889276,0.4089719115636033,0.3628600137100813,0.31124886800847035,0.24867274806676393,0.17931763316782867,0.10244254102524719,,0.006932446892357775,0.5280864873928247,0.022128380895364754,0.35068465756147943,0.99,0.99,-79.99347686767578,-5.373708724975586,26.085498809814453,-28.177589416503906,0.31629496812820435,0.0831177718937397,0.5504641861167245,0.5506466253413786,0.5668443515573383,0.5668761107151419,0.6201117318435754,0.5611111111111111,0.002,12,0.09477966248508651,,,0.0365419562934323,,,,,,,"[1, 2, 3, 5, 7, 10]",20,30,15,1,True,2,0,3,False,3,True,1,default,5000,0.05,9,GPU,0:1,0.85,64,0.002,real_upside,zeros,switchback,2,False,0.99,True,True,,-0.5,1.0,0.1,0.01,2.0,0.005,30,15,8526fa,3m-ensemble-24-94s-20240831-8526fa,94,0.99,0.002,real_upside,fdima_3m-ensemble-24-94s-20240831-8526fa_min_max_features_30_max_upside_10_quantile_up.tgz
2m-all-feats-20240831-071118-true,80c77e6,branch_commit,2024-08-31T09:11:35,,4.0,0.0,0.0,0.0,0.0,3.041798974108452,3.0336569776909306,3.0336569776909306,3.0336569776909306,0.72967529296875,0.72772216796875,0.72772216796875,0.72772216796875,23.98828125,23.98828125,23.98828125,23.98828125,64.0,2.3131249999999994,3.359375,36.89999999999999,182.2247610092163,503.54037857055664,28.0,83.54264068603516,298.0,,0.14156293617980886,0.2535905556282855,0.3423523028176284,0.4168236599348548,0.47688300179793686,0.5382330930270631,0.5880704760601158,0.6343881423945789,0.6510932333049952,0.5896282476907002,0.550125366809972,0.4990827704700148,0.4501295907922172,0.39771818145306365,0.35116513449324094,0.29933694145431466,0.23830853254629758,0.17183579218782694,0.09767142503676832,,0.00720916018180795,0.5240361406613785,0.022143746873095182,0.3487799819443789,0.99,0.99,120.58810424804688,82.8245620727539,77.29391479492188,40.885982513427734,0.25075189769268036,0.21517309546470642,0.5528607749772607,0.5528636836618677,0.5609207650702397,0.5608020315854078,0.6853932584269663,0.6460674157303371,0.001,28,0.09262865544741009,,,,0.03670247942172037,,,,,,"[1, 2, 3, 5, 7, 10]",20,30,15,1,True,2,0,3,False,2,True,1,default,5000,0.05,9,GPU,0:1,0.85,64,0.002,real_upside,zeros,switchback,2,False,0.99,True,True,,-0.5,1.0,0.1,0.01,2.0,0.005,30,15,5dd435,2m-ensemble-24-63s-20240831-5dd435,63,0.99,0.002,real_upside,fdima_2m-ensemble-24-63s-20240831-5dd435_min_max_features_30_max_upside_10_quantile_up.tgz
1m-all-feats-20240831-071118-true,30eb5e0,branch_commit,2024-08-31T08:10:05,,4.0,0.0,0.0,0.0,0.0,4.619565217391306,4.619565217391306,4.611423220973781,4.611423220973781,1.108154296875,1.108154296875,1.106201171875,1.106201171875,23.98828125,23.98828125,23.98828125,23.98828125,64.0,2.458359375,3.828125,38.5,190.1968029022217,503.54037857055664,28.0,83.44504165649414,298.0,,0.14964961457424478,0.2673760228398562,0.36035276624355705,0.4365075199675239,0.5024971648699522,0.5649335276929779,0.6049418158061393,0.6476502758109679,0.6486129972103253,0.5572484636130222,0.5175074316677192,0.46783511034999403,0.4225509239715635,0.3734218857316517,0.3267903112189254,0.276604576617847,0.2197746305275268,0.15833805779041427,0.08946055582562673,,,0.5133698632496562,0.02212378081752619,0.3442138851103325,0.99,0.99,46.207191467285156,30.560577392578125,45.54969024658203,23.270549774169922,0.25791017711162567,0.11766458302736282,0.5194671660080632,0.51946299474558,0.5564111413256482,0.556526753596413,0.6333333333333333,0.6145251396648045,0.003,31,,,,,,0.09018552799284789,0.03639741608409598,0.007003002174019796,,,"[1, 2, 3, 5, 7, 10]",20,30,15,1,True,2,0,3,False,1,True,1,default,5000,0.05,9,GPU,0:1,0.85,64,0.002,real_upside,zeros,switchback,2,False,0.99,True,True,,-0.5,1.0,0.1,0.01,2.0,0.005,30,15,7d4042,1m-ensemble-24-31s-20240831-7d4042,31,0.99,0.002,real_upside,fdima_1m-ensemble-24-31s-20240831-7d4042_min_max_features_30_max_upside_10_quantile_up.tgz
10m-all-feats-20240830-093754-true,5176749,branch_commit,2024-08-30T15:16:41,,4.0,0.0,0.0,0.0,0.0,1.4441866145578894,1.4441866145578894,1.4441866145578894,1.4441866145578894,0.346435546875,0.346435546875,0.346435546875,0.346435546875,23.98828125,23.98828125,23.98828125,23.98828125,64.0,2.243125,3.28125,35.839999999999996,176.76267681121826,503.54037857055664,27.899999999999988,83.03619003295898,298.0,,0.13984781475869446,0.23540346083584146,0.3163036762949006,0.38845641915811224,0.44936371236666206,0.500118082260684,0.5548615574727046,0.6111056204008426,0.6514854826001053,0.6353606174822855,0.5967725616188477,0.5450964366143756,0.48767558934598204,0.4392275980526879,0.39027740176400855,0.34058654166534996,0.279967040398766,0.20396927417250188,0.11540808629413637,,0.007349010365129239,0.5365739401064306,0.0221422184084215,0.3578752120509132,0.95,0.95,-8.986156463623047,-55.490150451660156,13.047600746154785,-10.594136238098145,-0.03748960793018341,-0.03921493515372276,0.5393309559750314,0.5401807832454175,0.6351031787682865,0.6351236366760631,0.3559322033898305,0.25842696629213485,0.01,7,0.10430769915822205,0.03734524762622475,,,,,,,,,"[1, 2, 3, 5, 7, 10]",20,30,15,1,True,2,0,3,False,10,True,1,default,5000,0.05,9,GPU,0:1,0.85,64,0.002,real_upside,zeros,switchback,2,False,0.95,True,True,,-0.5,1.0,0.1,0.01,2.0,0.005,30,15,1e5a26,10m-ensemble-24-315s-20240830-1e5a26,315,0.95,0.002,real_upside,fdima_10m-ensemble-24-315s-20240830-1e5a26_min_max_features_30_max_upside_10_quantile_up.tgz
7m-all-feats-20240830-093754-true,ed306e1,branch_commit,2024-08-30T14:46:33,,4.0,0.0,0.0,0.0,0.0,1.4441866145578894,1.4441866145578894,1.4441866145578894,1.4441866145578894,0.346435546875,0.346435546875,0.346435546875,0.346435546875,23.98828125,23.98828125,23.98828125,23.98828125,64.0,2.2499999999999996,3.28125,35.89999999999999,176.7577917098999,503.54037857055664,27.899999999999988,83.20902252197266,298.0,,0.13755179351342484,0.23651733471267278,0.32002160779083744,0.3915985925504637,0.4516882547065156,0.504478862720161,0.5609389965574243,0.6144249951446143,0.6517611508843442,0.6274245508475353,0.5894816233017937,0.5370274684757577,0.4801385188051607,0.429788861219208,0.3836520788239509,0.333100326964784,0.27032317636444114,0.19591082774178656,0.11131907772816732,,0.007106148812454493,0.5350951413998245,0.022116973859968334,0.3553618676491171,0.95,0.95,-11.678193092346191,-36.55770492553711,7.356975078582764,6.151200294494629,-0.05271725356578827,-0.05983317643404007,0.7582988650842033,0.7587234735084855,0.8176258191710591,0.8176375890111214,0.20903954802259886,0.192090395480226,0.003,18,0.10018394773720277,,0.03703451291631623,,,,,,,,"[1, 2, 3, 5, 7, 10]",20,30,15,1,True,2,0,3,False,7,True,1,default,5000,0.05,9,GPU,0:1,0.85,64,0.002,real_upside,zeros,switchback,2,False,0.95,True,True,,-0.5,1.0,0.1,0.01,2.0,0.005,30,15,4ca2fe,7m-ensemble-24-221s-20240830-4ca2fe,221,0.95,0.002,real_upside,fdima_7m-ensemble-24-221s-20240830-4ca2fe_min_max_features_30_max_upside_10_quantile_up.tgz
5m-all-feats-20240830-093754-true,3ca11ab,branch_commit,2024-08-30T13:55:46,,4.0,0.0,0.0,0.0,0.0,3.041798974108452,3.0336569776909306,3.0336569776909306,3.0336569776909306,0.72967529296875,0.72772216796875,0.72772216796875,0.72772216796875,23.98828125,23.98828125,23.98828125,23.98828125,64.0,2.3532812499999998,3.359375,37.0,182.58507289886475,503.54037857055664,27.899999999999988,83.12439346313477,298.0,,0.13714401500591877,0.23979306358393992,0.32474239340661304,0.39665914825993376,0.4572332004498435,0.5097032513643831,0.567925717018043,0.6177778423161251,0.6533190943151723,0.6203008647661793,0.5802108406977624,0.5287343526198721,0.4722966057854837,0.42268990210568425,0.3757541105394193,0.3244522314212604,0.2614458524087587,0.18939447938841053,0.1077114553048537,,0.006698209948220727,0.5322041945507668,0.022110839289946217,0.3534732704621922,0.95,0.95,-114.93476104736328,-166.64013671875,-9.611103057861328,-47.311248779296875,-0.09251347556710243,-0.09993844106793404,0.2416362493119848,0.24188612042487387,0.2845140633561953,0.2845211981813444,0.10555555555555556,0.07777777777777778,0.001,22,0.09801709962714317,,0.037039726918878135,,,,,,,,"[1, 2, 3, 5, 7, 10]",20,30,15,1,True,2,0,3,False,5,True,1,default,5000,0.05,9,GPU,0:1,0.85,64,0.002,real_upside,zeros,switchback,2,False,0.95,True,True,,-0.5,1.0,0.1,0.01,2.0,0.005,30,15,55664b,5m-ensemble-24-157s-20240830-55664b,157,0.95,0.002,real_upside,fdima_5m-ensemble-24-157s-20240830-55664b_min_max_features_30_max_upside_10_quantile_up.tgz
3m-all-feats-20240830-093754-true,a0269b4,branch_commit,2024-08-30T12:54:21,,4.0,0.0,0.0,0.0,0.0,4.619565217391306,4.619565217391306,4.611423220973781,4.611423220973781,1.108154296875,1.108154296875,1.106201171875,1.106201171875,23.98828125,23.98828125,23.98828125,23.98828125,64.0,2.23890625,3.203125,38.60000000000001,190.43596229553222,503.54037857055664,27.899999999999988,83.02582168579102,298.0,,0.13907702624591997,0.24735738154051587,0.33355709669010464,0.4069836287493424,0.46598203296728824,0.5216196141481213,0.5793060070009314,0.624893564569761,0.6522091246631282,0.6039785536883259,0.5647857132383726,0.5131868469637422,0.46151254150889276,0.4089719115636033,0.3628600137100813,0.31124886800847035,0.24867274806676393,0.17931763316782867,0.10244254102524719,,0.006932446892357775,0.5280864873928247,0.022128380895364754,0.35068465756147943,0.95,0.95,-105.68478393554688,-128.61483764648438,-24.232643127441406,-29.696083068847656,-0.1553778499364853,-0.15599023550748825,0.42948236420733993,0.4297838402620952,0.5055613944420241,0.5055773384457102,0.03910614525139665,0.03333333333333333,0.001,27,0.09477966248508651,,,0.0365419562934323,,,,,,,"[1, 2, 3, 5, 7, 10]",20,30,15,1,True,2,0,3,False,3,True,1,default,5000,0.05,9,GPU,0:1,0.85,64,0.002,real_upside,zeros,switchback,2,False,0.95,True,True,,-0.5,1.0,0.1,0.01,2.0,0.005,30,15,e1e89e,3m-ensemble-24-94s-20240830-e1e89e,94,0.95,0.002,real_upside,fdima_3m-ensemble-24-94s-20240830-e1e89e_min_max_features_30_max_upside_10_quantile_up.tgz
2m-all-feats-20240830-093754-true,eb72227,branch_commit,2024-08-30T11:52:08,,4.0,0.0,0.0,0.0,0.0,3.041798974108452,3.0336569776909306,3.0336569776909306,3.0336569776909306,0.72967529296875,0.72772216796875,0.72772216796875,0.72772216796875,23.98828125,23.98828125,23.98828125,23.98828125,64.0,2.1560156249999998,3.203125,37.10000000000001,183.1777727127075,503.54037857055664,27.899999999999988,83.25669479370117,298.0,,0.14156293617980886,0.2535905556282855,0.3423523028176284,0.4168236599348548,0.47688300179793686,0.5382330930270631,0.5880704760601158,0.6343881423945789,0.6510932333049952,0.5896282476907002,0.550125366809972,0.4990827704700148,0.4501295907922172,0.39771818145306365,0.35116513449324094,0.29933694145431466,0.23830853254629758,0.17183579218782694,0.09767142503676832,,0.00720916018180795,0.5240361406613785,0.022143746873095182,0.3487799819443789,0.95,0.95,-112.27610778808594,-136.3358154296875,-34.80873489379883,-42.6226692199707,-0.23457887023687363,-0.2338123619556427,0.6471276989065524,0.6475354801805844,0.7344788170134947,0.7344985209938767,0.03888888888888889,0.016666666666666666,0.001,34,0.09262865544741009,,,,0.03670247942172037,,,,,,"[1, 2, 3, 5, 7, 10]",20,30,15,1,True,2,0,3,False,2,True,1,default,5000,0.05,9,GPU,0:1,0.85,64,0.002,real_upside,zeros,switchback,2,False,0.95,True,True,,-0.5,1.0,0.1,0.01,2.0,0.005,30,15,435dc8,2m-ensemble-24-63s-20240830-435dc8,63,0.95,0.002,real_upside,fdima_2m-ensemble-24-63s-20240830-435dc8_min_max_features_30_max_upside_10_quantile_up.tgz
1m-all-feats-20240830-093754-true,559e6e8,branch_commit,2024-08-30T10:17:24,,4.0,0.0,0.0,0.0,0.0,4.619565217391306,4.619565217391306,4.611423220973781,4.611423220973781,1.108154296875,1.108154296875,1.106201171875,1.106201171875,23.98828125,23.98828125,23.98828125,23.98828125,64.0,2.1520312499999994,3.203125,38.60000000000001,190.36351623535157,503.54037857055664,27.699999999999996,82.53168487548828,298.0,,0.14964961457424478,0.2673760228398562,0.36035276624355705,0.4365075199675239,0.5024971648699522,0.5649335276929779,0.6049418158061393,0.6476502758109679,0.6486129972103253,0.5572484636130222,0.5175074316677192,0.46783511034999403,0.4225509239715635,0.3734218857316517,0.3267903112189254,0.276604576617847,0.2197746305275268,0.15833805779041427,0.08946055582562673,,,0.5133698632496562,0.02212378081752619,0.3442138851103325,0.95,0.95,-81.16334533691406,-109.24153900146484,-49.25331115722656,-62.49851989746094,-0.4333631098270416,-0.4109191596508026,0.8623195929532204,0.8623518213352586,0.8677822921341318,0.8677827442696947,0.2777777777777778,0.2222222222222222,0.001,19,,,,,,0.09018552799284789,0.03639741608409598,0.007003002174019796,,,"[1, 2, 3, 5, 7, 10]",20,30,15,1,True,2,0,3,False,1,True,1,default,5000,0.05,9,GPU,0:1,0.85,64,0.002,real_upside,zeros,switchback,2,False,0.95,True,True,,-0.5,1.0,0.1,0.01,2.0,0.005,30,15,68fbbe,1m-ensemble-24-31s-20240830-68fbbe,31,0.95,0.002,real_upside,fdima_1m-ensemble-24-31s-20240830-68fbbe_min_max_features_30_max_upside_10_quantile_up.tgz
10m-all-feats-20240829-145926-true,f364621,branch_commit,2024-08-29T20:38:06,,4.0,0.0,0.0,0.0,0.0,1.4441866145578894,1.4441866145578894,1.4441866145578894,1.4441866145578894,0.346435546875,0.346435546875,0.346435546875,0.346435546875,23.98828125,23.98828125,23.98828125,23.98828125,64.0,2.4184374999999996,3.671875,35.8,176.74058418273927,503.54037857055664,27.600000000000012,82.31923294067383,298.0,,0.13984781475869446,0.23540346083584146,0.3163036762949006,0.38845641915811224,0.44936371236666206,0.500118082260684,0.5548615574727046,0.6111056204008426,0.6514854826001053,0.6353606174822855,0.5967725616188477,0.5450964366143756,0.48767558934598204,0.4392275980526879,0.39027740176400855,0.34058654166534996,0.279967040398766,0.20396927417250188,0.11540808629413637,,0.007349010365129239,0.5365739401064306,0.0221422184084215,0.3578752120509132,0.95,0.95,-8.986156463623047,-55.490150451660156,13.047600746154785,-10.594136238098145,-0.03748960793018341,-0.03921493515372276,0.5393309559750314,0.5401807832454175,0.6351031787682865,0.6351236366760631,0.3559322033898305,0.25842696629213485,0.01,7,0.10430769915822205,0.03734524762622475,,,,,,,,,"[1, 2, 3, 5, 7, 10]",20,30,15,1,True,2,0,3,False,10,True,1,default,5000,0.05,9,GPU,0:1,0.85,64,0.002,real_upside,zeros,switchback,2,False,0.95,True,True,,-0.5,1.0,0.1,0.01,2.0,0.005,30,15,68641a,10m-ensemble-24-315s-20240829-68641a,315,0.95,0.002,real_upside,fdima_10m-ensemble-24-315s-20240829-68641a_min_max_features_30_max_upside_10_quantile_up.tgz
7m-all-feats-20240829-145926-true,b611f41,branch_commit,2024-08-29T20:07:59,,4.0,0.0,0.0,0.0,0.0,1.4441866145578894,1.4441866145578894,1.4441866145578894,1.4441866145578894,0.346435546875,0.346435546875,0.346435546875,0.346435546875,23.98828125,23.98828125,23.98828125,23.98828125,64.0,2.18515625,3.125,36.0,177.30593662261964,503.54037857055664,27.699999999999996,82.49215698242188,298.0,,0.13755179351342484,0.23651733471267278,0.32002160779083744,0.3915985925504637,0.4516882547065156,0.504478862720161,0.5609389965574243,0.6144249951446143,0.6517611508843442,0.6274245508475353,0.5894816233017937,0.5370274684757577,0.4801385188051607,0.429788861219208,0.3836520788239509,0.333100326964784,0.27032317636444114,0.19591082774178656,0.11131907772816732,,0.007106148812454493,0.5350951413998245,0.022116973859968334,0.3553618676491171,0.95,0.95,-11.678193092346191,-36.55770492553711,7.356975078582764,6.151200294494629,-0.05271725356578827,-0.05983317643404007,0.7582988650842033,0.7587234735084855,0.8176258191710591,0.8176375890111214,0.20903954802259886,0.192090395480226,0.003,18,0.10018394773720277,,0.03703451291631623,,,,,,,,"[1, 2, 3, 5, 7, 10]",20,30,15,1,True,2,0,3,False,7,True,1,default,5000,0.05,9,GPU,0:1,0.85,64,0.002,real_upside,zeros,switchback,2,False,0.95,True,True,,-0.5,1.0,0.1,0.01,2.0,0.005,30,15,5c190b,7m-ensemble-24-221s-20240829-5c190b,221,0.95,0.002,real_upside,fdima_7m-ensemble-24-221s-20240829-5c190b_min_max_features_30_max_upside_10_quantile_up.tgz
5m-all-feats-20240829-145926-true,f1ef0bc,branch_commit,2024-08-29T19:17:14,,4.0,0.0,0.0,0.0,0.0,3.041798974108452,3.0336569776909306,3.0336569776909306,3.0336569776909306,0.72967529296875,0.72772216796875,0.72772216796875,0.72772216796875,23.98828125,23.98828125,23.98828125,23.98828125,64.0,2.205625,3.125,37.10000000000001,182.89900875091553,503.54037857055664,27.699999999999996,82.40752410888672,298.0,,0.13714401500591877,0.23979306358393992,0.32474239340661304,0.39665914825993376,0.4572332004498435,0.5097032513643831,0.567925717018043,0.6177778423161251,0.6533190943151723,0.6203008647661793,0.5802108406977624,0.5287343526198721,0.4722966057854837,0.42268990210568425,0.3757541105394193,0.3244522314212604,0.2614458524087587,0.18939447938841053,0.1077114553048537,,0.006698209948220727,0.5322041945507668,0.022110839289946217,0.3534732704621922,0.95,0.95,-114.93476104736328,-166.64013671875,-9.611103057861328,-47.311248779296875,-0.09251347556710243,-0.09993844106793404,0.2416362493119848,0.24188612042487387,0.2845140633561953,0.2845211981813444,0.10555555555555556,0.07777777777777778,0.001,22,0.09801709962714317,,0.037039726918878135,,,,,,,,"[1, 2, 3, 5, 7, 10]",20,30,15,1,True,2,0,3,False,5,True,1,default,5000,0.05,9,GPU,0:1,0.85,64,0.002,real_upside,zeros,switchback,2,False,0.95,True,True,,-0.5,1.0,0.1,0.01,2.0,0.005,30,15,a47396,5m-ensemble-24-157s-20240829-a47396,157,0.95,0.002,real_upside,fdima_5m-ensemble-24-157s-20240829-a47396_min_max_features_30_max_upside_10_quantile_up.tgz
3m-all-feats-20240829-145926-true,42c23f1,branch_commit,2024-08-29T18:15:52,,4.0,0.0,0.0,0.0,0.0,4.619565217391306,4.619565217391306,4.611423220973781,4.611423220973781,1.108154296875,1.108154296875,1.106201171875,1.106201171875,23.98828125,23.98828125,23.98828125,23.98828125,64.0,2.1578906250000003,2.890625,38.5,190.29966335296632,503.54037857055664,27.600000000000012,82.30936813354492,298.0,,0.13907702624591997,0.24735738154051587,0.33355709669010464,0.4069836287493424,0.46598203296728824,0.5216196141481213,0.5793060070009314,0.624893564569761,0.6522091246631282,0.6039785536883259,0.5647857132383726,0.5131868469637422,0.46151254150889276,0.4089719115636033,0.3628600137100813,0.31124886800847035,0.24867274806676393,0.17931763316782867,0.10244254102524719,,0.006932446892357775,0.5280864873928247,0.022128380895364754,0.35068465756147943,0.95,0.95,-105.68478393554688,-128.61483764648438,-24.232643127441406,-29.696083068847656,-0.1553778499364853,-0.15599023550748825,0.42948236420733993,0.4297838402620952,0.5055613944420241,0.5055773384457102,0.03910614525139665,0.03333333333333333,0.001,27,0.09477966248508651,,,0.0365419562934323,,,,,,,"[1, 2, 3, 5, 7, 10]",20,30,15,1,True,2,0,3,False,3,True,1,default,5000,0.05,9,GPU,0:1,0.85,64,0.002,real_upside,zeros,switchback,2,False,0.95,True,True,,-0.5,1.0,0.1,0.01,2.0,0.005,30,15,4d7f8b,3m-ensemble-24-94s-20240829-4d7f8b,94,0.95,0.002,real_upside,fdima_3m-ensemble-24-94s-20240829-4d7f8b_min_max_features_30_max_upside_10_quantile_up.tgz
2m-all-feats-20240829-145926-true,a5dd3b9,branch_commit,2024-08-29T17:13:41,,4.0,0.0,0.0,0.0,0.0,3.041798974108452,3.0336569776909306,3.0336569776909306,3.0336569776909306,0.72967529296875,0.72772216796875,0.72772216796875,0.72772216796875,23.98828125,23.98828125,23.98828125,23.98828125,64.0,2.4441406249999997,3.359375,37.005,182.81249904632568,503.54037857055664,27.699999999999996,82.54020309448242,298.0,,0.14156293617980886,0.2535905556282855,0.3423523028176284,0.4168236599348548,0.47688300179793686,0.5382330930270631,0.5880704760601158,0.6343881423945789,0.6510932333049952,0.5896282476907002,0.550125366809972,0.4990827704700148,0.4501295907922172,0.39771818145306365,0.35116513449324094,0.29933694145431466,0.23830853254629758,0.17183579218782694,0.09767142503676832,,0.00720916018180795,0.5240361406613785,0.022143746873095182,0.3487799819443789,0.95,0.95,-112.27610778808594,-136.3358154296875,-34.80873489379883,-42.6226692199707,-0.23457887023687363,-0.2338123619556427,0.6471276989065524,0.6475354801805844,0.7344788170134947,0.7344985209938767,0.03888888888888889,0.016666666666666666,0.001,34,0.09262865544741009,,,,0.03670247942172037,,,,,,"[1, 2, 3, 5, 7, 10]",20,30,15,1,True,2,0,3,False,2,True,1,default,5000,0.05,9,GPU,0:1,0.85,64,0.002,real_upside,zeros,switchback,2,False,0.95,True,True,,-0.5,1.0,0.1,0.01,2.0,0.005,30,15,6bb7e2,2m-ensemble-24-63s-20240829-6bb7e2,63,0.95,0.002,real_upside,fdima_2m-ensemble-24-63s-20240829-6bb7e2_min_max_features_30_max_upside_10_quantile_up.tgz
